province_code,province,region_en,forecast_year,forecast_month,season,quarter,n_tambon,n_flood,n_flash,share_flood,share_flash,share_atrisk
58,แม่ฮ่องสอน,North,2025,6,Rainy/Monsoon,Q2,45,0,8,0.0,0.17777777777777778,0.17777777777777778
60,นครสวรรค์,Central,2025,6,Rainy/Monsoon,Q2,130,16,1,0.12307692307692308,0.007692307692307693,0.13076923076923078
61,อุทัยธานี,Central,2025,6,Rainy/Monsoon,Q2,70,26,3,0.37142857142857144,0.04285714285714286,0.4142857142857143
62,กำแพงเพชร,North,2025,6,Rainy/Monsoon,Q2,78,0,1,0.0,0.01282051282051282,0.01282051282051282
63,ตาก,North,2025,6,Rainy/Monsoon,Q2,60,0,6,0.0,0.1,0.1
64,สุโขทัย,North,2025,6,Rainy/Monsoon,Q2,86,22,1,0.2558139534883721,0.011627906976744186,0.26744186046511625
65,พิษณุโลก,North,2025,6,Rainy/Monsoon,Q2,93,1,0,0.010752688172043012,0.0,0.010752688172043012
66,พิจิตร,North,2025,6,Rainy/Monsoon,Q2,88,0,0,0.0,0.0,0.0
67,เพชรบูรณ์,North,2025,6,Rainy/Monsoon,Q2,116,0,0,0.0,0.0,0.0
70,ราชบุรี,Central,2025,6,Rainy/Monsoon,Q2,104,0,0,0.0,0.0,0.0
71,กาญจนบุรี,Central,2025,6,Rainy/Monsoon,Q2,96,2,1,0.020833333333333332,0.010416666666666666,0.03125
72,สุพรรณบุรี,Central,2025,6,Rainy/Monsoon,Q2,110,0,0,0.0,0.0,0.0
73,นครปฐม,Central,2025,6,Rainy/Monsoon,Q2,106,0,0,0.0,0.0,0.0
74,สมุทรสาคร,Central,2025,6,Rainy/Monsoon,Q2,40,0,0,0.0,0.0,0.0
75,สมุทรสงคราม,Central,2025,6,Rainy/Monsoon,Q2,36,0,0,0.0,0.0,0.0
76,เพชรบุรี,South,2025,6,Rainy/Monsoon,Q2,93,0,0,0.0,0.0,0.0
77,ประจวบคีรีขันธ์,South,2025,6,Rainy/Monsoon,Q2,48,0,0,0.0,0.0,0.0
80,นครศรีธรรมราช,South,2025,6,Rainy/Monsoon,Q2,169,0,0,0.0,0.0,0.0
81,กระบี่,South,2025,6,Rainy/Monsoon,Q2,52,5,0,0.09615384615384616,0.0,0.09615384615384616
82,พังงา,South,2025,6,Rainy/Monsoon,Q2,48,7,22,0.14583333333333334,0.4583333333333333,0.6041666666666666
83,ภูเก็ต,South,2025,6,Rainy/Monsoon,Q2,17,0,0,0.0,0.0,0.0
84,สุราษฎร์ธานี,South,2025,6,Rainy/Monsoon,Q2,131,0,0,0.0,0.0,0.0
85,ระนอง,South,2025,6,Rainy/Monsoon,Q2,30,0,1,0.0,0.03333333333333333,0.03333333333333333
86,ชุมพร,South,2025,6,Rainy/Monsoon,Q2,71,0,0,0.0,0.0,0.0
90,สงขลา,South,2025,6,Rainy/Monsoon,Q2,127,0,0,0.0,0.0,0.0
91,สตูล,South,2025,6,Rainy/Monsoon,Q2,36,3,2,0.08333333333333333,0.05555555555555555,0.1388888888888889
92,ตรัง,South,2025,6,Rainy/Monsoon,Q2,87,0,0,0.0,0.0,0.0
93,พัทลุง,South,2025,6,Rainy/Monsoon,Q2,65,0,0,0.0,0.0,0.0
94,ปัตตานี,South,2025,6,Rainy/Monsoon,Q2,115,0,0,0.0,0.0,0.0
95,ยะลา,South,2025,6,Rainy/Monsoon,Q2,58,0,0,0.0,0.0,0.0
96,นราธิวาส,South,2025,6,Rainy/Monsoon,Q2,77,0,0,0.0,0.0,0.0
10,กรุงเทพมหานคร,Central,2025,7,Rainy/Monsoon,Q3,160,0,0,0.0,0.0,0.0
11,สมุทรปราการ,Central,2025,7,Rainy/Monsoon,Q3,50,0,0,0.0,0.0,0.0
12,นนทบุรี,Central,2025,7,Rainy/Monsoon,Q3,52,0,0,0.0,0.0,0.0
13,ปทุมธานี,Central,2025,7,Rainy/Monsoon,Q3,60,0,0,0.0,0.0,0.0
14,พระนครศรีอยุธยา,Central,2025,7,Rainy/Monsoon,Q3,209,0,0,0.0,0.0,0.0
15,อ่างทอง,Central,2025,7,Rainy/Monsoon,Q3,73,0,0,0.0,0.0,0.0
16,ลพบุรี,Central,2025,7,Rainy/Monsoon,Q3,121,0,0,0.0,0.0,0.0
17,สิงห์บุรี,Central,2025,7,Rainy/Monsoon,Q3,43,0,0,0.0,0.0,0.0
18,ชัยนาท,Central,2025,7,Rainy/Monsoon,Q3,53,0,0,0.0,0.0,0.0
19,สระบุรี,Central,2025,7,Rainy/Monsoon,Q3,109,1,1,0.009174311926605505,0.009174311926605505,0.01834862385321101
20,ชลบุรี,East,2025,7,Rainy/Monsoon,Q3,93,0,0,0.0,0.0,0.0
21,ระยอง,East,2025,7,Rainy/Monsoon,Q3,56,0,0,0.0,0.0,0.0
22,จันทบุรี,East,2025,7,Rainy/Monsoon,Q3,76,3,4,0.039473684210526314,0.05263157894736842,0.09210526315789473
23,ตราด,East,2025,7,Rainy/Monsoon,Q3,37,2,1,0.05405405405405406,0.02702702702702703,0.08108108108108109
24,ฉะเชิงเทรา,East,2025,7,Rainy/Monsoon,Q3,93,0,0,0.0,0.0,0.0
25,ปราจีนบุรี,East,2025,7,Rainy/Monsoon,Q3,64,2,1,0.03125,0.015625,0.046875
26,นครนายก,East,2025,7,Rainy/Monsoon,Q3,41,1,2,0.024390243902439025,0.04878048780487805,0.07317073170731707
27,สระแก้ว,East,2025,7,Rainy/Monsoon,Q3,59,0,0,0.0,0.0,0.0
30,นครราชสีมา,Northeast,2025,7,Rainy/Monsoon,Q3,285,2,3,0.007017543859649123,0.010526315789473684,0.017543859649122806
31,บุรีรัมย์,Northeast,2025,7,Rainy/Monsoon,Q3,189,5,0,0.026455026455026454,0.0,0.026455026455026454
32,สุรินทร์,Northeast,2025,7,Rainy/Monsoon,Q3,159,0,0,0.0,0.0,0.0
33,ศรีสะเกษ,Northeast,2025,7,Rainy/Monsoon,Q3,205,0,0,0.0,0.0,0.0
34,อุบลราชธานี,Northeast,2025,7,Rainy/Monsoon,Q3,218,0,0,0.0,0.0,0.0
35,ยโสธร,Northeast,2025,7,Rainy/Monsoon,Q3,79,0,0,0.0,0.0,0.0
36,ชัยภูมิ,Northeast,2025,7,Rainy/Monsoon,Q3,124,4,0,0.03225806451612903,0.0,0.03225806451612903
37,อำนาจเจริญ,Northeast,2025,7,Rainy/Monsoon,Q3,56,0,0,0.0,0.0,0.0
38,บึงกาฬ,Northeast,2025,7,Rainy/Monsoon,Q3,53,43,3,0.8113207547169812,0.05660377358490566,0.8679245283018868
39,หนองบัวลำภู,Northeast,2025,7,Rainy/Monsoon,Q3,59,1,0,0.01694915254237288,0.0,0.01694915254237288
40,ขอนแก่น,Northeast,2025,7,Rainy/Monsoon,Q3,200,121,0,0.605,0.0,0.605
41,อุดรธานี,Northeast,2025,7,Rainy/Monsoon,Q3,155,85,2,0.5483870967741935,0.012903225806451613,0.5612903225806452
42,เลย,Northeast,2025,7,Rainy/Monsoon,Q3,90,0,0,0.0,0.0,0.0
43,หนองคาย,Northeast,2025,7,Rainy/Monsoon,Q3,62,22,1,0.3548387096774194,0.016129032258064516,0.3709677419354839
44,มหาสารคาม,Northeast,2025,7,Rainy/Monsoon,Q3,133,104,0,0.7819548872180451,0.0,0.7819548872180451
45,ร้อยเอ็ด,Northeast,2025,7,Rainy/Monsoon,Q3,193,98,0,0.5077720207253886,0.0,0.5077720207253886
46,กาฬสินธุ์,Northeast,2025,7,Rainy/Monsoon,Q3,135,111,16,0.8222222222222222,0.11851851851851852,0.9407407407407408
47,สกลนคร,Northeast,2025,7,Rainy/Monsoon,Q3,125,123,1,0.984,0.008,0.992
48,นครพนม,Northeast,2025,7,Rainy/Monsoon,Q3,98,35,1,0.35714285714285715,0.01020408163265306,0.3673469387755102
49,มุกดาหาร,Northeast,2025,7,Rainy/Monsoon,Q3,53,37,2,0.6981132075471698,0.03773584905660377,0.7358490566037735
50,เชียงใหม่,North,2025,7,Rainy/Monsoon,Q3,204,1,3,0.004901960784313725,0.014705882352941176,0.0196078431372549
51,ลำพูน,North,2025,7,Rainy/Monsoon,Q3,51,0,0,0.0,0.0,0.0
52,ลำปาง,North,2025,7,Rainy/Monsoon,Q3,96,0,0,0.0,0.0,0.0
53,อุตรดิตถ์,North,2025,7,Rainy/Monsoon,Q3,67,0,0,0.0,0.0,0.0
54,แพร่,North,2025,7,Rainy/Monsoon,Q3,78,0,0,0.0,0.0,0.0
55,น่าน,North,2025,7,Rainy/Monsoon,Q3,99,0,4,0.0,0.04040404040404041,0.04040404040404041
56,พะเยา,North,2025,7,Rainy/Monsoon,Q3,68,0,1,0.0,0.014705882352941176,0.014705882352941176
57,เชียงราย,North,2025,7,Rainy/Monsoon,Q3,123,0,4,0.0,0.032520325203252036,0.032520325203252036
58,แม่ฮ่องสอน,North,2025,7,Rainy/Monsoon,Q3,45,0,4,0.0,0.08888888888888889,0.08888888888888889
60,นครสวรรค์,Central,2025,7,Rainy/Monsoon,Q3,130,0,0,0.0,0.0,0.0
61,อุทัยธานี,Central,2025,7,Rainy/Monsoon,Q3,70,0,0,0.0,0.0,0.0
62,กำแพงเพชร,North,2025,7,Rainy/Monsoon,Q3,78,0,0,0.0,0.0,0.0
63,ตาก,North,2025,7,Rainy/Monsoon,Q3,60,0,3,0.0,0.05,0.05
64,สุโขทัย,North,2025,7,Rainy/Monsoon,Q3,86,0,0,0.0,0.0,0.0
65,พิษณุโลก,North,2025,7,Rainy/Monsoon,Q3,93,12,4,0.12903225806451613,0.043010752688172046,0.17204301075268819
66,พิจิตร,North,2025,7,Rainy/Monsoon,Q3,88,0,0,0.0,0.0,0.0
67,เพชรบูรณ์,North,2025,7,Rainy/Monsoon,Q3,116,0,0,0.0,0.0,0.0
70,ราชบุรี,Central,2025,7,Rainy/Monsoon,Q3,104,0,0,0.0,0.0,0.0
71,กาญจนบุรี,Central,2025,7,Rainy/Monsoon,Q3,96,0,0,0.0,0.0,0.0
72,สุพรรณบุรี,Central,2025,7,Rainy/Monsoon,Q3,110,0,0,0.0,0.0,0.0
73,นครปฐม,Central,2025,7,Rainy/Monsoon,Q3,106,0,0,0.0,0.0,0.0
74,สมุทรสาคร,Central,2025,7,Rainy/Monsoon,Q3,40,0,0,0.0,0.0,0.0
75,สมุทรสงคราม,Central,2025,7,Rainy/Monsoon,Q3,36,0,0,0.0,0.0,0.0
76,เพชรบุรี,South,2025,7,Rainy/Monsoon,Q3,93,0,0,0.0,0.0,0.0
77,ประจวบคีรีขันธ์,South,2025,7,Rainy/Monsoon,Q3,48,0,0,0.0,0.0,0.0
80,นครศรีธรรมราช,South,2025,7,Rainy/Monsoon,Q3,169,0,0,0.0,0.0,0.0
81,กระบี่,South,2025,7,Rainy/Monsoon,Q3,52,0,0,0.0,0.0,0.0
82,พังงา,South,2025,7,Rainy/Monsoon,Q3,48,0,2,0.0,0.041666666666666664,0.041666666666666664
83,ภูเก็ต,South,2025,7,Rainy/Monsoon,Q3,17,0,2,0.0,0.11764705882352941,0.11764705882352941
84,สุราษฎร์ธานี,South,2025,7,Rainy/Monsoon,Q3,131,0,0,0.0,0.0,0.0
85,ระนอง,South,2025,7,Rainy/Monsoon,Q3,30,1,12,0.03333333333333333,0.4,0.43333333333333335
86,ชุมพร,South,2025,7,Rainy/Monsoon,Q3,71,0,6,0.0,0.08450704225352113,0.08450704225352113
90,สงขลา,South,2025,7,Rainy/Monsoon,Q3,127,0,0,0.0,0.0,0.0
91,สตูล,South,2025,7,Rainy/Monsoon,Q3,36,3,2,0.08333333333333333,0.05555555555555555,0.1388888888888889
92,ตรัง,South,2025,7,Rainy/Monsoon,Q3,87,0,0,0.0,0.0,0.0
93,พัทลุง,South,2025,7,Rainy/Monsoon,Q3,65,0,0,0.0,0.0,0.0
94,ปัตตานี,South,2025,7,Rainy/Monsoon,Q3,115,0,0,0.0,0.0,0.0
95,ยะลา,South,2025,7,Rainy/Monsoon,Q3,58,0,0,0.0,0.0,0.0
96,นราธิวาส,South,2025,7,Rainy/Monsoon,Q3,77,0,0,0.0,0.0,0.0
10,กรุงเทพมหานคร,Central,2025,8,Rainy/Monsoon,Q3,160,0,0,0.0,0.0,0.0
11,สมุทรปราการ,Central,2025,8,Rainy/Monsoon,Q3,50,1,0,0.02,0.0,0.02
12,นนทบุรี,Central,2025,8,Rainy/Monsoon,Q3,52,0,0,0.0,0.0,0.0
13,ปทุมธานี,Central,2025,8,Rainy/Monsoon,Q3,60,0,0,0.0,0.0,0.0
14,พระนครศรีอยุธยา,Central,2025,8,Rainy/Monsoon,Q3,209,0,0,0.0,0.0,0.0
15,อ่างทอง,Central,2025,8,Rainy/Monsoon,Q3,73,0,0,0.0,0.0,0.0
16,ลพบุรี,Central,2025,8,Rainy/Monsoon,Q3,121,2,0,0.01652892561983471,0.0,0.01652892561983471
17,สิงห์บุรี,Central,2025,8,Rainy/Monsoon,Q3,43,0,0,0.0,0.0,0.0
18,ชัยนาท,Central,2025,8,Rainy/Monsoon,Q3,53,0,0,0.0,0.0,0.0
19,สระบุรี,Central,2025,8,Rainy/Monsoon,Q3,109,1,6,0.009174311926605505,0.05504587155963303,0.06422018348623854
20,ชลบุรี,East,2025,8,Rainy/Monsoon,Q3,93,0,0,0.0,0.0,0.0
21,ระยอง,East,2025,8,Rainy/Monsoon,Q3,56,0,0,0.0,0.0,0.0
22,จันทบุรี,East,2025,8,Rainy/Monsoon,Q3,76,1,2,0.013157894736842105,0.02631578947368421,0.039473684210526314
23,ตราด,East,2025,8,Rainy/Monsoon,Q3,37,0,0,0.0,0.0,0.0
24,ฉะเชิงเทรา,East,2025,8,Rainy/Monsoon,Q3,93,0,0,0.0,0.0,0.0
25,ปราจีนบุรี,East,2025,8,Rainy/Monsoon,Q3,64,2,1,0.03125,0.015625,0.046875
26,นครนายก,East,2025,8,Rainy/Monsoon,Q3,41,5,7,0.12195121951219512,0.17073170731707318,0.2926829268292683
27,สระแก้ว,East,2025,8,Rainy/Monsoon,Q3,59,0,0,0.0,0.0,0.0
30,นครราชสีมา,Northeast,2025,8,Rainy/Monsoon,Q3,285,0,0,0.0,0.0,0.0
31,บุรีรัมย์,Northeast,2025,8,Rainy/Monsoon,Q3,189,0,0,0.0,0.0,0.0
32,สุรินทร์,Northeast,2025,8,Rainy/Monsoon,Q3,159,0,0,0.0,0.0,0.0
33,ศรีสะเกษ,Northeast,2025,8,Rainy/Monsoon,Q3,205,0,0,0.0,0.0,0.0
34,อุบลราชธานี,Northeast,2025,8,Rainy/Monsoon,Q3,218,0,0,0.0,0.0,0.0
35,ยโสธร,Northeast,2025,8,Rainy/Monsoon,Q3,79,0,0,0.0,0.0,0.0
36,ชัยภูมิ,Northeast,2025,8,Rainy/Monsoon,Q3,124,0,0,0.0,0.0,0.0
37,อำนาจเจริญ,Northeast,2025,8,Rainy/Monsoon,Q3,56,0,0,0.0,0.0,0.0
38,บึงกาฬ,Northeast,2025,8,Rainy/Monsoon,Q3,53,34,6,0.6415094339622641,0.11320754716981132,0.7547169811320755
39,หนองบัวลำภู,Northeast,2025,8,Rainy/Monsoon,Q3,59,1,0,0.01694915254237288,0.0,0.01694915254237288
40,ขอนแก่น,Northeast,2025,8,Rainy/Monsoon,Q3,200,0,0,0.0,0.0,0.0
41,อุดรธานี,Northeast,2025,8,Rainy/Monsoon,Q3,155,25,3,0.16129032258064516,0.01935483870967742,0.18064516129032257
42,เลย,Northeast,2025,8,Rainy/Monsoon,Q3,90,5,7,0.05555555555555555,0.07777777777777778,0.13333333333333333
43,หนองคาย,Northeast,2025,8,Rainy/Monsoon,Q3,62,53,3,0.8548387096774194,0.04838709677419355,0.9032258064516129
44,มหาสารคาม,Northeast,2025,8,Rainy/Monsoon,Q3,133,0,0,0.0,0.0,0.0
45,ร้อยเอ็ด,Northeast,2025,8,Rainy/Monsoon,Q3,193,0,0,0.0,0.0,0.0
46,กาฬสินธุ์,Northeast,2025,8,Rainy/Monsoon,Q3,135,0,0,0.0,0.0,0.0
47,สกลนคร,Northeast,2025,8,Rainy/Monsoon,Q3,125,40,0,0.32,0.0,0.32
48,นครพนม,Northeast,2025,8,Rainy/Monsoon,Q3,98,6,0,0.061224489795918366,0.0,0.061224489795918366
49,มุกดาหาร,Northeast,2025,8,Rainy/Monsoon,Q3,53,0,0,0.0,0.0,0.0
50,เชียงใหม่,North,2025,8,Rainy/Monsoon,Q3,204,7,70,0.03431372549019608,0.3431372549019608,0.37745098039215685
51,ลำพูน,North,2025,8,Rainy/Monsoon,Q3,51,0,0,0.0,0.0,0.0
52,ลำปาง,North,2025,8,Rainy/Monsoon,Q3,96,5,31,0.052083333333333336,0.3229166666666667,0.375
53,อุตรดิตถ์,North,2025,8,Rainy/Monsoon,Q3,67,7,13,0.1044776119402985,0.19402985074626866,0.29850746268656714
54,แพร่,North,2025,8,Rainy/Monsoon,Q3,78,9,18,0.11538461538461539,0.23076923076923078,0.34615384615384615
55,น่าน,North,2025,8,Rainy/Monsoon,Q3,99,15,81,0.15151515151515152,0.8181818181818182,0.9696969696969697
56,พะเยา,North,2025,8,Rainy/Monsoon,Q3,68,21,44,0.3088235294117647,0.6470588235294118,0.9558823529411765
57,เชียงราย,North,2025,8,Rainy/Monsoon,Q3,123,20,101,0.16260162601626016,0.8211382113821138,0.983739837398374
58,แม่ฮ่องสอน,North,2025,8,Rainy/Monsoon,Q3,45,0,43,0.0,0.9555555555555556,0.9555555555555556
60,นครสวรรค์,Central,2025,8,Rainy/Monsoon,Q3,130,0,0,0.0,0.0,0.0
61,อุทัยธานี,Central,2025,8,Rainy/Monsoon,Q3,70,0,0,0.0,0.0,0.0
62,กำแพงเพชร,North,2025,8,Rainy/Monsoon,Q3,78,0,2,0.0,0.02564102564102564,0.02564102564102564
63,ตาก,North,2025,8,Rainy/Monsoon,Q3,60,9,30,0.15,0.5,0.65
64,สุโขทัย,North,2025,8,Rainy/Monsoon,Q3,86,15,0,0.1744186046511628,0.0,0.1744186046511628
65,พิษณุโลก,North,2025,8,Rainy/Monsoon,Q3,93,7,3,0.07526881720430108,0.03225806451612903,0.10752688172043011
66,พิจิตร,North,2025,8,Rainy/Monsoon,Q3,88,6,0,0.06818181818181818,0.0,0.06818181818181818
67,เพชรบูรณ์,North,2025,8,Rainy/Monsoon,Q3,116,0,0,0.0,0.0,0.0
70,ราชบุรี,Central,2025,8,Rainy/Monsoon,Q3,104,0,0,0.0,0.0,0.0
71,กาญจนบุรี,Central,2025,8,Rainy/Monsoon,Q3,96,0,0,0.0,0.0,0.0
72,สุพรรณบุรี,Central,2025,8,Rainy/Monsoon,Q3,110,0,0,0.0,0.0,0.0
73,นครปฐม,Central,2025,8,Rainy/Monsoon,Q3,106,0,0,0.0,0.0,0.0
74,สมุทรสาคร,Central,2025,8,Rainy/Monsoon,Q3,40,0,0,0.0,0.0,0.0
75,สมุทรสงคราม,Central,2025,8,Rainy/Monsoon,Q3,36,0,0,0.0,0.0,0.0
76,เพชรบุรี,South,2025,8,Rainy/Monsoon,Q3,93,0,0,0.0,0.0,0.0
77,ประจวบคีรีขันธ์,South,2025,8,Rainy/Monsoon,Q3,48,0,0,0.0,0.0,0.0
80,นครศรีธรรมราช,South,2025,8,Rainy/Monsoon,Q3,169,0,0,0.0,0.0,0.0
81,กระบี่,South,2025,8,Rainy/Monsoon,Q3,52,0,0,0.0,0.0,0.0
82,พังงา,South,2025,8,Rainy/Monsoon,Q3,48,2,2,0.041666666666666664,0.041666666666666664,0.08333333333333333
83,ภูเก็ต,South,2025,8,Rainy/Monsoon,Q3,17,1,1,0.058823529411764705,0.058823529411764705,0.11764705882352941
84,สุราษฎร์ธานี,South,2025,8,Rainy/Monsoon,Q3,131,0,0,0.0,0.0,0.0
85,ระนอง,South,2025,8,Rainy/Monsoon,Q3,30,0,0,0.0,0.0,0.0
86,ชุมพร,South,2025,8,Rainy/Monsoon,Q3,71,0,0,0.0,0.0,0.0
90,สงขลา,South,2025,8,Rainy/Monsoon,Q3,127,0,0,0.0,0.0,0.0
91,สตูล,South,2025,8,Rainy/Monsoon,Q3,36,0,0,0.0,0.0,0.0
92,ตรัง,South,2025,8,Rainy/Monsoon,Q3,87,0,0,0.0,0.0,0.0
93,พัทลุง,South,2025,8,Rainy/Monsoon,Q3,65,0,0,0.0,0.0,0.0
94,ปัตตานี,South,2025,8,Rainy/Monsoon,Q3,115,0,0,0.0,0.0,0.0
95,ยะลา,South,2025,8,Rainy/Monsoon,Q3,58,0,0,0.0,0.0,0.0
96,นราธิวาส,South,2025,8,Rainy/Monsoon,Q3,77,0,0,0.0,0.0,0.0
10,กรุงเทพมหานคร,Central,2025,9,Rainy/Monsoon,Q3,160,0,0,0.0,0.0,0.0
11,สมุทรปราการ,Central,2025,9,Rainy/Monsoon,Q3,50,0,0,0.0,0.0,0.0
12,นนทบุรี,Central,2025,9,Rainy/Monsoon,Q3,52,0,0,0.0,0.0,0.0
13,ปทุมธานี,Central,2025,9,Rainy/Monsoon,Q3,60,0,0,0.0,0.0,0.0
14,พระนครศรีอยุธยา,Central,2025,9,Rainy/Monsoon,Q3,209,64,0,0.3062200956937799,0.0,0.3062200956937799
15,อ่างทอง,Central,2025,9,Rainy/Monsoon,Q3,73,32,0,0.4383561643835616,0.0,0.4383561643835616
16,ลพบุรี,Central,2025,9,Rainy/Monsoon,Q3,121,31,6,0.256198347107438,0.049586776859504134,0.30578512396694213
17,สิงห์บุรี,Central,2025,9,Rainy/Monsoon,Q3,43,5,0,0.11627906976744186,0.0,0.11627906976744186
18,ชัยนาท,Central,2025,9,Rainy/Monsoon,Q3,53,11,0,0.20754716981132076,0.0,0.20754716981132076
19,สระบุรี,Central,2025,9,Rainy/Monsoon,Q3,109,10,3,0.09174311926605505,0.027522935779816515,0.11926605504587157
20,ชลบุรี,East,2025,9,Rainy/Monsoon,Q3,93,1,0,0.010752688172043012,0.0,0.010752688172043012
21,ระยอง,East,2025,9,Rainy/Monsoon,Q3,56,0,0,0.0,0.0,0.0
22,จันทบุรี,East,2025,9,Rainy/Monsoon,Q3,76,1,2,0.013157894736842105,0.02631578947368421,0.039473684210526314
23,ตราด,East,2025,9,Rainy/Monsoon,Q3,37,1,0,0.02702702702702703,0.0,0.02702702702702703
24,ฉะเชิงเทรา,East,2025,9,Rainy/Monsoon,Q3,93,14,0,0.15053763440860216,0.0,0.15053763440860216
25,ปราจีนบุรี,East,2025,9,Rainy/Monsoon,Q3,64,37,1,0.578125,0.015625,0.59375
26,นครนายก,East,2025,9,Rainy/Monsoon,Q3,41,3,4,0.07317073170731707,0.0975609756097561,0.17073170731707318
27,สระแก้ว,East,2025,9,Rainy/Monsoon,Q3,59,3,0,0.05084745762711865,0.0,0.05084745762711865
30,นครราชสีมา,Northeast,2025,9,Rainy/Monsoon,Q3,285,40,4,0.14035087719298245,0.014035087719298246,0.1543859649122807
31,บุรีรัมย์,Northeast,2025,9,Rainy/Monsoon,Q3,189,1,0,0.005291005291005291,0.0,0.005291005291005291
32,สุรินทร์,Northeast,2025,9,Rainy/Monsoon,Q3,159,2,0,0.012578616352201259,0.0,0.012578616352201259
33,ศรีสะเกษ,Northeast,2025,9,Rainy/Monsoon,Q3,205,22,0,0.1073170731707317,0.0,0.1073170731707317
34,อุบลราชธานี,Northeast,2025,9,Rainy/Monsoon,Q3,218,28,0,0.12844036697247707,0.0,0.12844036697247707
35,ยโสธร,Northeast,2025,9,Rainy/Monsoon,Q3,79,21,0,0.26582278481012656,0.0,0.26582278481012656
36,ชัยภูมิ,Northeast,2025,9,Rainy/Monsoon,Q3,124,47,1,0.3790322580645161,0.008064516129032258,0.3870967741935484
37,อำนาจเจริญ,Northeast,2025,9,Rainy/Monsoon,Q3,56,7,0,0.125,0.0,0.125
38,บึงกาฬ,Northeast,2025,9,Rainy/Monsoon,Q3,53,18,5,0.33962264150943394,0.09433962264150944,0.4339622641509434
39,หนองบัวลำภู,Northeast,2025,9,Rainy/Monsoon,Q3,59,27,0,0.4576271186440678,0.0,0.4576271186440678
40,ขอนแก่น,Northeast,2025,9,Rainy/Monsoon,Q3,200,32,0,0.16,0.0,0.16
41,อุดรธานี,Northeast,2025,9,Rainy/Monsoon,Q3,155,37,4,0.23870967741935484,0.025806451612903226,0.2645161290322581
42,เลย,Northeast,2025,9,Rainy/Monsoon,Q3,90,22,44,0.24444444444444444,0.4888888888888889,0.7333333333333333
43,หนองคาย,Northeast,2025,9,Rainy/Monsoon,Q3,62,35,2,0.5645161290322581,0.03225806451612903,0.5967741935483871
44,มหาสารคาม,Northeast,2025,9,Rainy/Monsoon,Q3,133,2,0,0.015037593984962405,0.0,0.015037593984962405
45,ร้อยเอ็ด,Northeast,2025,9,Rainy/Monsoon,Q3,193,25,0,0.12953367875647667,0.0,0.12953367875647667
46,กาฬสินธุ์,Northeast,2025,9,Rainy/Monsoon,Q3,135,7,0,0.05185185185185185,0.0,0.05185185185185185
47,สกลนคร,Northeast,2025,9,Rainy/Monsoon,Q3,125,37,0,0.296,0.0,0.296
48,นครพนม,Northeast,2025,9,Rainy/Monsoon,Q3,98,28,0,0.2857142857142857,0.0,0.2857142857142857
49,มุกดาหาร,Northeast,2025,9,Rainy/Monsoon,Q3,53,0,0,0.0,0.0,0.0
50,เชียงใหม่,North,2025,9,Rainy/Monsoon,Q3,204,9,31,0.04411764705882353,0.15196078431372548,0.19607843137254902
51,ลำพูน,North,2025,9,Rainy/Monsoon,Q3,51,1,7,0.0196078431372549,0.13725490196078433,0.1568627450980392
52,ลำปาง,North,2025,9,Rainy/Monsoon,Q3,96,5,23,0.052083333333333336,0.23958333333333334,0.2916666666666667
53,อุตรดิตถ์,North,2025,9,Rainy/Monsoon,Q3,67,19,19,0.2835820895522388,0.2835820895522388,0.5671641791044776
54,แพร่,North,2025,9,Rainy/Monsoon,Q3,78,0,9,0.0,0.11538461538461539,0.11538461538461539
55,น่าน,North,2025,9,Rainy/Monsoon,Q3,99,1,2,0.010101010101010102,0.020202020202020204,0.030303030303030304
56,พะเยา,North,2025,9,Rainy/Monsoon,Q3,68,1,6,0.014705882352941176,0.08823529411764706,0.10294117647058823
57,เชียงราย,North,2025,9,Rainy/Monsoon,Q3,123,0,9,0.0,0.07317073170731707,0.07317073170731707
58,แม่ฮ่องสอน,North,2025,9,Rainy/Monsoon,Q3,45,0,0,0.0,0.0,0.0
60,นครสวรรค์,Central,2025,9,Rainy/Monsoon,Q3,130,56,0,0.4307692307692308,0.0,0.4307692307692308
61,อุทัยธานี,Central,2025,9,Rainy/Monsoon,Q3,70,0,0,0.0,0.0,0.0
62,กำแพงเพชร,North,2025,9,Rainy/Monsoon,Q3,78,37,2,0.47435897435897434,0.02564102564102564,0.5
63,ตาก,North,2025,9,Rainy/Monsoon,Q3,60,5,10,0.08333333333333333,0.16666666666666666,0.25
64,สุโขทัย,North,2025,9,Rainy/Monsoon,Q3,86,65,7,0.7558139534883721,0.08139534883720931,0.8372093023255814
65,พิษณุโลก,North,2025,9,Rainy/Monsoon,Q3,93,51,14,0.5483870967741935,0.15053763440860216,0.6989247311827957
66,พิจิตร,North,2025,9,Rainy/Monsoon,Q3,88,61,0,0.6931818181818182,0.0,0.6931818181818182
67,เพชรบูรณ์,North,2025,9,Rainy/Monsoon,Q3,116,27,27,0.23275862068965517,0.23275862068965517,0.46551724137931033
70,ราชบุรี,Central,2025,9,Rainy/Monsoon,Q3,104,0,0,0.0,0.0,0.0
71,กาญจนบุรี,Central,2025,9,Rainy/Monsoon,Q3,96,1,0,0.010416666666666666,0.0,0.010416666666666666
72,สุพรรณบุรี,Central,2025,9,Rainy/Monsoon,Q3,110,42,0,0.38181818181818183,0.0,0.38181818181818183
