year,province,district,events,affected_people,affected_households,housing_units,agriculture_rai,deaths
2022,สตูล,ควนโดน,1,4592,1148,0,0.0,0
2022,สตูล,ทุ่งหว้า,2,1489,483,402,0.0,0
2022,สตูล,ท่าแพ,5,520,130,41,0.0,0
2022,สตูล,มะนัง,4,933,371,175,0.0,0
2022,สตูล,ละงู,4,4403,1343,294,0.0,0
2022,สตูล,เมืองสตูล,3,105,35,0,0.0,0
2022,สมุทรปราการ,บางบ่อ,1,0,10168,0,0.0,0
2022,สมุทรปราการ,บางพลี,2,9670,2560,0,0.0,0
2022,สมุทรปราการ,บางเสาธง,1,0,37844,9000,0.0,0
2022,สมุทรปราการ,เมืองสมุทรปราการ,2,0,500,0,0.0,0
2022,สมุทรสงคราม,บางคนที,2,0,22,22,0.0,0
2022,สมุทรสงคราม,อัมพวา,1,0,0,0,0.0,0
2022,สมุทรสาคร,กระทุ่มแบน,4,289,350,0,0.0,0
2022,สมุทรสาคร,บ้านแพ้ว,4,0,1460,0,0.0,0
2022,สมุทรสาคร,เมืองสมุทรสาคร,1,0,30,0,0.0,0
2022,สระบุรี,ดอนพุด,1,1307,483,0,69.0,0
2022,สระบุรี,บ้านหมอ,13,1495,1102,203,660.0,0
2022,สระบุรี,พระพุทธบาท,10,4682,1888,145,2204.0,0
2022,สระบุรี,มวกเหล็ก,1,20,5,1,0.0,0
2022,สระบุรี,วังม่วง,7,148,92,12,832.0,0
2022,สระบุรี,วิหารแดง,2,387,77,77,0.0,0
2022,สระบุรี,หนองแค,8,169,620,383,216.0,0
2022,สระบุรี,หนองแซง,3,47,192,0,2516.0,0
2022,สระบุรี,หนองโดน,2,13,11,0,111.0,0
2022,สระบุรี,เฉลิมพระเกียรติ,1,266,164,20,1135.0,0
2022,สระบุรี,เมืองสระบุรี,14,1066,396,326,1087.0,0
2022,สระบุรี,เสาไห้,8,1397,833,479,70.0,0
2022,สระบุรี,แก่งคอย,12,1455,478,72,193.0,0
2022,สระแก้ว,คลองหาด,7,409,1023,0,815.0,0
2022,สระแก้ว,ตาพระยา,3,0,5553,10,69029.0,0
2022,สระแก้ว,วังน้ำเย็น,7,969,469,470,10.0,0
2022,สระแก้ว,วังสมบูรณ์,4,2127,843,12,0.0,0
2022,สระแก้ว,วัฒนานคร,4,25,30,18,33.0,0
2022,สระแก้ว,อรัญประเทศ,3,992,851,85,0.0,0
2022,สระแก้ว,เขาฉกรรจ์,2,0,154,0,0.0,0
2022,สระแก้ว,เมืองสระแก้ว,5,17,163,90,1307.0,0
2022,สระแก้ว,โคกสูง,6,1842,956,0,9562.0,0
2022,สิงห์บุรี,ค่ายบางระจัน,2,1105,354,354,0.0,0
2022,สิงห์บุรี,ท่าช้าง,1,5594,2122,282,0.0,2
2022,สิงห์บุรี,บางระจัน,3,1935,666,89,0.0,0
2022,สิงห์บุรี,พรหมบุรี,4,5850,1873,1218,4220.0,1
2022,สิงห์บุรี,อินทร์บุรี,5,11699,4050,1118,0.0,2
2022,สิงห์บุรี,เมืองสิงห์บุรี,6,15728,5623,1116,0.0,1
2022,สุพรรณบุรี,ดอนเจดีย์,1,42,14,0,254.0,0
2022,สุพรรณบุรี,ด่านช้าง,7,200,0,20,0.0,0
2022,สุพรรณบุรี,บางปลาม้า,3,35692,12150,0,0.0,0
2022,สุพรรณบุรี,สองพี่น้อง,5,21453,7632,6342,15.0,0
2022,สุพรรณบุรี,สามชุก,4,2964,984,0,11458.0,0
2022,สุพรรณบุรี,หนองหญ้าไซ,2,0,0,3,1950.0,0
2022,สุพรรณบุรี,อู่ทอง,4,891,297,3,1200.0,0
2022,สุพรรณบุรี,เดิมบางนางบวช,7,2375,796,0,7230.0,0
2022,สุพรรณบุรี,เมืองสุพรรณบุรี,7,3727,1281,863,13.0,0
2022,สุราษฎร์ธานี,กาญจนดิษฐ์,7,31295,12802,8,510.0,0
2022,สุราษฎร์ธานี,คีรีรัฐนิคม,7,3600,1100,4,0.0,0
2022,สุราษฎร์ธานี,ชัยบุรี,3,712,195,5,0.0,0
2022,สุราษฎร์ธานี,ดอนสัก,4,3295,1265,30,25.0,0
2022,สุราษฎร์ธานี,ท่าฉาง,5,3014,932,2,0.0,1
2022,สุราษฎร์ธานี,ท่าชนะ,12,32798,10623,47,0.0,0
2022,สุราษฎร์ธานี,บ้านตาขุน,2,22,9,0,0.0,0
2022,สุราษฎร์ธานี,บ้านนาสาร,2,527,104,74,0.0,0
2022,สุราษฎร์ธานี,บ้านนาเดิม,1,20,5,0,0.0,0
2022,สุราษฎร์ธานี,พนม,7,3974,1096,0,0.0,0
2022,สุราษฎร์ธานี,พระแสง,3,1100,300,0,0.0,0
2022,สุราษฎร์ธานี,พุนพิน,2,2060,650,0,0.0,0
2022,สุราษฎร์ธานี,วิภาวดี,6,3798,1367,48,0.0,0
2022,สุราษฎร์ธานี,เกาะพะงัน,1,52,13,0,0.0,0
2022,สุราษฎร์ธานี,เมืองสุราษฎร์ธานี,6,1094,199,0,0.0,0
2022,สุราษฎร์ธานี,ไชยา,5,18373,6311,10,37.0,0
2022,สุรินทร์,กาบเชิง,1,0,0,0,0.0,0
2022,สุรินทร์,จอมพระ,3,0,0,0,3885.0,0
2022,สุรินทร์,ชุมพลบุรี,4,0,0,0,18631.0,2
2022,สุรินทร์,ท่าตูม,2,0,0,0,22423.0,0
2022,สุรินทร์,บัวเชด,1,0,0,0,6757.0,0
2022,สุรินทร์,ปราสาท,5,0,0,0,8267.0,0
2022,สุรินทร์,พนมดงรัก,3,0,0,1,2995.0,0
2022,สุรินทร์,รัตนบุรี,3,0,0,23,44101.0,0
2022,สุรินทร์,ลำดวน,3,0,0,0,778.0,0
2022,สุรินทร์,ศรีณรงค์,2,0,0,3,7027.0,0
2022,สุรินทร์,ศีขรภูมิ,2,0,0,0,15245.0,0
2022,สุรินทร์,สนม,1,0,0,2,0.0,0
2022,สุรินทร์,สังขะ,4,0,0,13,5487.0,0
2022,สุรินทร์,สำโรงทาบ,3,0,0,0,27777.0,0
2022,สุรินทร์,เมืองสุรินทร์,4,0,0,10,9241.0,0
2022,สุรินทร์,โนนนารายณ์,1,0,0,0,3824.0,0
2022,สุโขทัย,กงไกรลาศ,36,7305,2772,72,858.0,0
2022,สุโขทัย,คีรีมาศ,4,5400,1818,76,9258.0,0
2022,สุโขทัย,ทุ่งเสลี่ยม,4,1515,558,311,1183.0,0
2022,สุโขทัย,บ้านด่านลานหอย,5,4714,3882,0,4695.0,0
2022,สุโขทัย,ศรีนคร,7,477,330,15,4542.0,0
2022,สุโขทัย,ศรีสัชนาลัย,13,4122,1568,0,664.0,1
2022,สุโขทัย,ศรีสำโรง,10,4722,3401,0,26360.0,0
2022,สุโขทัย,สวรรคโลก,21,4752,2128,66,19757.0,0
2022,สุโขทัย,เมืองสุโขทัย,16,4647,2277,625,15479.0,0
2022,หนองคาย,ท่าบ่อ,2,0,0,0,0.0,0
2022,หนองคาย,ศรีเชียงใหม่,2,0,0,0,0.0,0
2022,หนองคาย,สระใคร,1,0,0,40,0.0,0
2022,หนองคาย,สังคม,3,0,0,0,0.0,0
2022,หนองคาย,เมืองหนองคาย,2,0,0,0,0.0,0
2022,หนองคาย,โพธิ์ตาก,3,0,0,0,0.0,0
2022,หนองบัวลำภู,นากลาง,5,0,0,14,0.0,0
2022,หนองบัวลำภู,นาวัง,4,413,553,5,2627.0,0
2022,หนองบัวลำภู,ศรีบุญเรือง,19,576,778,315,9000.0,0
2022,หนองบัวลำภู,สุวรรณคูหา,3,0,126,60,0.0,0
2022,หนองบัวลำภู,เมืองหนองบัวลำภู,13,1204,907,808,4702.0,0
2022,หนองบัวลำภู,โนนสัง,3,7730,2576,715,14988.0,0
2022,อำนาจเจริญ,ชานุมาน,2,0,0,0,0.0,0
2022,อำนาจเจริญ,ปทุมราชวงศา,1,0,0,0,0.0,0
2022,อำนาจเจริญ,พนา,1,0,0,0,0.0,0
2022,อำนาจเจริญ,ลืออำนาจ,1,0,0,0,0.0,0
2022,อำนาจเจริญ,หัวตะพาน,2,0,1483,2,11651.0,0
2022,อำนาจเจริญ,เมืองอำนาจเจริญ,5,16727,16727,6,13002.0,0
2022,อำนาจเจริญ,เสนางคนิคม,1,748,748,0,1179.0,0
2022,อุดรธานี,กุดจับ,2,383,122,0,3160.0,0
2022,อุดรธานี,กุมภวาปี,1,0,0,0,0.0,0
2022,อุดรธานี,นายูง,2,1740,126,43,0.0,0
2022,อุดรธานี,น้ำโสม,1,100,25,0,0.0,0
2022,อุดรธานี,บ้านผือ,2,2173,1258,0,12458.0,0
2022,อุดรธานี,พิบูลย์รักษ์,1,0,0,0,0.0,0
2022,อุดรธานี,ศรีธาตุ,1,0,0,0,0.0,0
2022,อุดรธานี,เมืองอุดรธานี,5,0,0,0,0.0,0
2022,อุตรดิตถ์,ตรอน,4,2963,735,117,4369.0,0
2022,อุตรดิตถ์,ทองแสนขัน,2,568,1830,3,13903.0,0
2022,อุตรดิตถ์,ท่าปลา,3,14853,3218,1075,777.0,0
2022,อุตรดิตถ์,น้ำปาด,5,1881,885,70,1437.0,0
2022,อุตรดิตถ์,บ้านโคก,2,0,280,0,500.0,0
2022,อุตรดิตถ์,พิชัย,5,4445,1531,12,16639.0,0
2022,อุตรดิตถ์,ฟากท่า,4,561,211,14,702.0,0
2022,อุตรดิตถ์,ลับแล,1,2,2,2,0.0,0
2022,อุตรดิตถ์,เมืองอุตรดิตถ์,5,773,327,100,4312.0,0
2022,อุทัยธานี,ทัพทัน,2,736,30,0,270.0,0
2022,อุทัยธานี,บ้านไร่,2,2744,803,665,1143.0,0
2022,อุทัยธานี,ลานสัก,5,140,3394,0,530.0,0
2022,อุทัยธานี,สว่างอารมณ์,2,480,112,15,70233.0,0
2022,อุทัยธานี,หนองขาหย่าง,1,5315,1862,0,0.0,0
2022,อุทัยธานี,หนองฉาง,1,2736,908,0,0.0,0
2022,อุทัยธานี,ห้วยคต,4,969,350,5,1985.0,0
2022,อุทัยธานี,เมืองอุทัยธานี,4,0,5228,0,359.0,0
2022,อุบลราชธานี,ดอนมดแดง,4,23896,5999,386,26163.0,0
2022,อุบลราชธานี,ตระการพืชผล,1,6456,1639,11,0.0,0
2022,อุบลราชธานี,ตาลสุม,1,0,0,0,0.0,0
2022,อุบลราชธานี,ทุ่งศรีอุดม,1,0,0,0,0.0,0
2022,อุบลราชธานี,นาจะหลวย,2,0,0,0,0.0,0
2022,อุบลราชธานี,นาเยีย,1,0,0,0,0.0,0
2022,อุบลราชธานี,น้ำขุ่น,2,1211,1211,1211,5920.0,0
2022,อุบลราชธานี,น้ำยืน,1,0,0,0,0.0,0
2022,อุบลราชธานี,บุณฑริก,1,0,0,0,0.0,0
2022,อุบลราชธานี,พิบูลมังสาหาร,3,2460,640,46,13712.0,0
2022,อุบลราชธานี,ม่วงสามสิบ,2,3009,12036,204,92504.0,0
2022,อุบลราชธานี,วารินชำราบ,13,43193,12152,2490,37799.0,0
2022,อุบลราชธานี,สว่างวีระวงศ์,3,160,448,0,1427.0,0
2022,อุบลราชธานี,สำโรง,1,0,0,0,0.0,0
2022,อุบลราชธานี,เขื่องใน,1,14136,3559,7,167369.0,0
2022,อุบลราชธานี,เดชอุดม,1,0,0,0,0.0,0
2022,อุบลราชธานี,เมืองอุบลราชธานี,11,5480,2757,0,12425.0,0
2022,อุบลราชธานี,เหล่าเสือโก้ก,1,0,0,0,0.0,0
2022,อ่างทอง,ป่าโมก,20,363,124,121,0.0,0
2022,อ่างทอง,วิเศษชัยชาญ,16,672,254,202,29.0,0
2022,อ่างทอง,สามโก้,1,0,0,0,0.0,0
2022,อ่างทอง,เมืองอ่างทอง,22,4,1,0,1.0,0
2022,อ่างทอง,แสวงหา,2,0,0,0,0.0,0
2022,อ่างทอง,โพธิ์ทอง,4,0,0,0,0.0,0
2022,อ่างทอง,ไชโย,7,75,24,24,0.0,0
2022,เชียงราย,ขุนตาล,8,3160,900,10,2347.0,0
2022,เชียงราย,ดอยหลวง,8,843,391,32,2882.0,0
2022,เชียงราย,ป่าแดด,6,4500,1398,0,3100.0,0
2022,เชียงราย,พญาเม็งราย,5,799,542,68,3321.0,0
2022,เชียงราย,พาน,35,14032,5717,973,30460.0,0
2022,เชียงราย,เชียงของ,13,5253,1655,10,4282.0,0
2022,เชียงราย,เชียงแสน,15,3251,1574,196,3809.0,0
2022,เชียงราย,เทิง,16,12677,3571,12,21117.0,0
2022,เชียงราย,เมืองเชียงราย,60,41053,16103,1281,19997.0,2
2022,เชียงราย,เวียงชัย,8,892,312,14,2415.0,0
2022,เชียงราย,เวียงป่าเป้า,15,2381,650,19,1114.0,0
2022,เชียงราย,เวียงเชียงรุ้ง,2,50,894,0,9391.0,0
2022,เชียงราย,เวียงแก่น,2,884,365,0,950.0,0
2022,เชียงราย,แม่จัน,8,8528,4162,111,5355.0,0
2022,เชียงราย,แม่ฟ้าหลวง,15,886,376,64,100.0,0
2022,เชียงราย,แม่ลาว,22,955,741,53,1714.0,0
2022,เชียงราย,แม่สรวย,20,69050,21579,47,2087.0,0
2022,เชียงราย,แม่สาย,6,752,6916,3101,5573.0,0
2022,เชียงใหม่,กัลยาณิวัฒนา,7,16173,4571,12,391.0,0
2022,เชียงใหม่,จอมทอง,18,70587,19483,827,3533.0,0
2022,เชียงใหม่,ดอยสะเก็ด,1,30700,7675,0,0.0,0
2022,เชียงใหม่,ดอยหล่อ,13,4671,1524,1460,656.0,0
2022,เชียงใหม่,ดอยเต่า,7,8380,2957,17,1167.0,0
2022,เชียงใหม่,ฝาง,17,23557,8108,643,7852.0,0
2022,เชียงใหม่,พร้าว,21,5139,1868,44,20.0,0
2022,เชียงใหม่,สะเมิง,17,31046,11281,43,1361.0,0
2022,เชียงใหม่,สันทราย,7,2908,1153,68,200.0,0
2022,เชียงใหม่,สันป่าตอง,9,13413,5932,34,2025.0,0
2022,เชียงใหม่,สารภี,12,17898,7436,4573,1013.0,0
2022,เชียงใหม่,หางดง,13,22798,8627,7910,3858.0,0
2022,เชียงใหม่,อมก๋อย,15,73518,22712,14,1556.0,0
2022,เชียงใหม่,ฮอด,19,35233,11816,5,3646.0,0
2022,เชียงใหม่,เชียงดาว,15,65712,16785,4801,4165.0,0
2022,เชียงใหม่,เมืองเชียงใหม่,19,10622,3163,2335,0.0,0
2022,เชียงใหม่,เวียงแหง,5,2904,1613,58,1991.0,0
2022,เชียงใหม่,แม่ริม,22,37662,17539,562,227.0,0
2022,เชียงใหม่,แม่วาง,12,38272,12409,176,1840.0,0
2022,เชียงใหม่,แม่ออน,6,1731,713,90,0.0,0
2022,เชียงใหม่,แม่อาย,26,16887,5791,2105,14275.0,0
2022,เชียงใหม่,แม่แจ่ม,16,140381,43672,54,3864.0,0
2022,เชียงใหม่,แม่แตง,13,16576,6573,360,1397.0,0
2022,เชียงใหม่,ไชยปราการ,9,6715,2045,65,680.0,0
2022,เพชรบุรี,ชะอำ,5,0,0,0,400.0,0
2022,เพชรบุรี,ท่ายาง,3,12,4,4,20.0,0
2022,เพชรบุรี,บ้านแหลม,1,120,80,0,0.0,0
2022,เพชรบุรี,เขาย้อย,1,259,73,0,50.0,0
2022,เพชรบุรี,เมืองเพชรบุรี,1,0,0,0,0.0,0
2022,เพชรบูรณ์,ชนแดน,4,0,6,6,5.0,0
2022,เพชรบูรณ์,บึงสามพัน,3,0,88,88,0.0,0
2022,เพชรบูรณ์,วังโป่ง,2,0,3,0,10.0,0
2022,เพชรบูรณ์,วิเชียรบุรี,2,0,30,30,30.0,0
2022,เพชรบูรณ์,ศรีเทพ,2,0,0,0,0.0,0
2022,เพชรบูรณ์,หนองไผ่,9,10,323,107,2776.0,0
2022,เพชรบูรณ์,หล่มสัก,10,17100,6115,6115,5504.0,1
2022,เพชรบูรณ์,หล่มเก่า,9,1106,728,519,914.0,0
2022,เพชรบูรณ์,เมืองเพชรบูรณ์,9,522,300,34,4732.0,2
2022,เลย,ด่านซ้าย,10,3726,458,218,760.0,0
2022,เลย,ท่าลี่,3,6,2,7,10.0,0
2022,เลย,นาด้วง,3,35,615,428,18.0,1
2022,เลย,นาแห้ว,4,319,304,5,579.0,0
2022,เลย,ปากชม,6,230,78,20,34.0,0
2022,เลย,ผาขาว,2,380,102,6,124.0,0
2022,เลย,ภูกระดึง,8,49867,5012,10,12.0,0
2022,เลย,ภูเรือ,3,497,325,35,356.0,0
2022,เลย,วังสะพุง,17,19823,10230,374,4784.0,0
2022,เลย,เชียงคาน,6,1958,594,520,266.0,0
2022,เลย,เมืองเลย,19,6172,4648,1455,543.0,2
2022,เลย,เอราวัณ,2,372,102,0,472.0,0
2022,แพร่,ร้องกวาง,5,52,121,2,135.0,1
2022,แพร่,ลอง,4,18,13,10,70.0,0
2022,แพร่,วังชิ้น,8,0,330,24,19.0,0
2022,แพร่,สอง,2,0,0,0,550.0,0
2022,แพร่,สูงเม่น,3,190,485,0,42.0,0
2022,แพร่,หนองม่วงไข่,1,811,0,0,361.0,0
2022,แพร่,เด่นชัย,2,0,165,0,0.0,0
2022,แพร่,เมืองแพร่,6,125,267,120,695.0,0
2022,แม่ฮ่องสอน,ขุนยวม,2,0,0,0,0.0,0
2022,แม่ฮ่องสอน,ปางมะผ้า,4,5,1,1,1.0,0
2022,แม่ฮ่องสอน,ปาย,4,4,2,0,12.0,0
2022,แม่ฮ่องสอน,สบเมย,3,27486,9013,7,915.0,0
2022,แม่ฮ่องสอน,เมืองแม่ฮ่องสอน,11,18700,6400,82,65.0,0
2022,แม่ฮ่องสอน,แม่ลาน้อย,7,6880,1995,7,937.0,1
2022,แม่ฮ่องสอน,แม่สะเรียง,4,0,0,0,0.0,0
2023,กระบี่,คลองท่อม,1,3,1,0,0.0,0
2023,กระบี่,ลำทับ,1,3,1,4,0.0,0
2023,กระบี่,เขาพนม,8,3,1,20,0.0,0
2023,กระบี่,เมืองกระบี่,2,0,0,0,0.0,0
2023,กระบี่,เหนือคลอง,2,3,1,0,0.0,0
2023,กรุงเทพมหานคร,คลองเตย,3,9,3,0,0.0,0
2023,กรุงเทพมหานคร,จตุจักร,2,6,2,0,0.0,0
2023,กรุงเทพมหานคร,ดินแดง,1,3,1,0,0.0,0
2023,กรุงเทพมหานคร,บางกะปิ,1,3,1,0,0.0,0
2023,กรุงเทพมหานคร,บางซื่อ,1,3,1,0,0.0,0
2023,กรุงเทพมหานคร,บางเขน,1,3,1,0,0.0,0
2023,กรุงเทพมหานคร,บึงกุ่ม,1,3,1,0,0.0,0
2023,กรุงเทพมหานคร,พญาไท,1,3,1,0,0.0,0
2023,กรุงเทพมหานคร,วังทองหลาง,1,3,1,0,0.0,0
2023,กรุงเทพมหานคร,วัฒนา,2,6,2,0,0.0,0
2023,กรุงเทพมหานคร,สวนหลวง,1,3,1,0,0.0,0
2023,กรุงเทพมหานคร,หลักสี่,1,3,1,0,0.0,0
2023,กรุงเทพมหานคร,ห้วยขวาง,1,3,1,0,0.0,0
2023,กาญจนบุรี,ทองผาภูมิ,40,1146,423,302,140.0,0
2023,กาญจนบุรี,ท่าม่วง,10,58,21,11,55.0,0
2023,กาญจนบุรี,บ่อพลอย,28,627,211,20,718.0,0
2023,กาญจนบุรี,พนมทวน,1,30,30,0,0.0,0
2023,กาญจนบุรี,หนองปรือ,38,4015,955,50,405.0,0
2023,กาญจนบุรี,เมืองกาญจนบุรี,28,117,45,7,332.0,0
2023,กาญจนบุรี,ไทรโยค,3,9,3,14,0.0,0
2023,กาฬสินธุ์,กมลาไสย,94,2120,894,2,9813.0,0
2023,กาฬสินธุ์,กุฉินารายณ์,211,25018,7218,23,15185.0,0
2023,กาฬสินธุ์,ฆ้องชัย,40,531,423,25,5167.0,0
2023,กาฬสินธุ์,ดอนจาน,60,6357,2184,0,4510.0,0
2023,กาฬสินธุ์,ท่าคันโท,87,2616,497,85,4797.0,0
2023,กาฬสินธุ์,นาคู,36,1770,1235,0,4121.0,0
2023,กาฬสินธุ์,นามน,35,409,237,10,1302.0,0
2023,กาฬสินธุ์,ยางตลาด,167,3683,3656,355,21118.0,0
2023,กาฬสินธุ์,ร่องคำ,43,1393,1034,0,6939.6,0
2023,กาฬสินธุ์,สมเด็จ,17,188,65,0,674.0,0
2023,กาฬสินธุ์,สหัสขันธ์,59,4198,1765,200,13830.0,0
2023,กาฬสินธุ์,สามชัย,114,50764,15969,14,499.0,0
2023,กาฬสินธุ์,หนองกุงศรี,47,2695,896,0,4427.0,0
2023,กาฬสินธุ์,ห้วยผึ้ง,58,1035,345,0,801.0,1
2023,กาฬสินธุ์,ห้วยเม็ก,20,1318,1296,5,1523.0,0
2023,กาฬสินธุ์,เขาวง,63,884,132,11,2010.0,0
2023,กาฬสินธุ์,เมืองกาฬสินธุ์,117,3207,1675,213,21336.3,0
2023,กำแพงเพชร,ขาณุวรลักษบุรี,94,30,10,0,6048.0,0
2023,กำแพงเพชร,คลองขลุง,29,21,7,0,4328.0,0
2023,กำแพงเพชร,คลองลาน,21,9,3,0,1293.0,0
2023,กำแพงเพชร,ทรายทองวัฒนา,1,3,1,0,58.0,0
2023,กำแพงเพชร,บึงสามัคคี,17,3,1,0,465.0,0
2023,กำแพงเพชร,ปางศิลาทอง,40,6,2,5,3200.0,0
2023,กำแพงเพชร,พรานกระต่าย,101,9,3,0,16530.0,0
2023,กำแพงเพชร,ลานกระบือ,66,3,1,0,3621.0,0
2023,กำแพงเพชร,เมืองกำแพงเพชร,144,21,7,280,14232.0,0
2023,กำแพงเพชร,โกสัมพีนคร,27,15,5,6,1865.0,0
2023,ขอนแก่น,ชนบท,51,9,3,7,1974.0,0
2023,ขอนแก่น,ชุมแพ,61,6,2,1,6622.0,0
2023,ขอนแก่น,ซำสูง,10,3,1,0,713.0,0
2023,ขอนแก่น,น้ำพอง,75,0,0,0,0.0,0
2023,ขอนแก่น,บ้านแฮด,39,1565,431,466,2125.0,0
2023,ขอนแก่น,บ้านไผ่,7,3,1,0,1100.0,0
2023,ขอนแก่น,พระยืน,8,6,2,0,790.0,0
2023,ขอนแก่น,ภูผาม่าน,82,128,33,0,0.0,0
2023,ขอนแก่น,ภูเวียง,32,672,224,34,1359.0,0
2023,ขอนแก่น,มัญจาคีรี,116,3,1,0,27761.0,0
2023,ขอนแก่น,สีชมพู,34,3,1,0,208.0,0
2023,ขอนแก่น,หนองนาคำ,29,3,1,20,2833.0,0
2023,ขอนแก่น,หนองเรือ,60,1389,463,10,11732.0,0
2023,ขอนแก่น,อุบลรัตน์,29,0,0,0,0.0,0
2023,ขอนแก่น,เขาสวนกวาง,31,12,4,4,796.0,0
2023,ขอนแก่น,เมืองขอนแก่น,73,3,1,1,0.0,0
2023,ขอนแก่น,เวียงเก่า,22,3,1,5,0.0,0
2023,ขอนแก่น,แวงน้อย,18,9,3,2,2135.0,0
2023,ขอนแก่น,แวงใหญ่,14,3,1,7,6295.0,0
2023,ขอนแก่น,โคกโพธิ์ไชย,22,3,1,0,1656.0,0
2023,จันทบุรี,ขลุง,77,2394,798,125,7000.0,0
2023,จันทบุรี,ท่าใหม่,13,201,67,0,249.0,0
2023,จันทบุรี,มะขาม,118,11661,3887,0,0.0,1
2023,จันทบุรี,สอยดาว,6,14,6,3,36.0,0
2023,จันทบุรี,เขาคิชฌกูฏ,25,642,214,0,3.0,2
2023,จันทบุรี,เมืองจันทบุรี,11,1398,466,6,50.0,0
2023,จันทบุรี,โป่งน้ำร้อน,25,1094,313,65,90.0,1
2023,ฉะเชิงเทรา,ท่าตะเกียบ,1,0,0,0,0.0,0
2023,ฉะเชิงเทรา,บางคล้า,8,0,0,0,0.0,0
2023,ฉะเชิงเทรา,บางน้ำเปรี้ยว,193,84,28,1095,0.0,0
2023,ฉะเชิงเทรา,พนมสารคาม,7,0,0,0,0.0,0
2023,ฉะเชิงเทรา,เมืองฉะเชิงเทรา,56,36,12,500,0.0,0
2023,ชลบุรี,บางละมุง,4,140,28,28,0.0,0
2023,ชลบุรี,บ้านบึง,1,0,12,0,0.0,0
2023,ชลบุรี,ศรีราชา,6,39,14,7,0.0,0
2023,ชลบุรี,เมืองชลบุรี,3,126,42,41,59.0,0
2023,ชัยภูมิ,คอนสวรรค์,33,0,0,0,0.0,0
2023,ชัยภูมิ,คอนสาร,21,0,0,0,0.0,0
2023,ชัยภูมิ,จัตุรัส,88,0,0,0,0.0,0
2023,ชัยภูมิ,บ้านเขว้า,87,3,1,0,0.0,0
2023,ชัยภูมิ,ภักดีชุมพล,50,111,37,37,0.0,0
2023,ชัยภูมิ,หนองบัวระเหว,57,0,0,0,0.0,0
2023,ชัยภูมิ,หนองบัวแดง,121,0,0,0,0.0,0
2023,ชัยภูมิ,เทพสถิต,112,42,14,7,0.0,0
2023,ชัยภูมิ,เนินสง่า,9,0,0,0,0.0,0
2023,ชัยภูมิ,เมืองชัยภูมิ,150,105,35,5,110.0,0
2023,ชัยภูมิ,แก้งคร้อ,1,3,1,0,0.0,0
2023,ชุมพร,ทุ่งตะโก,69,1478,663,0,60.0,0
2023,ชุมพร,ท่าแซะ,1,3,1,0,0.0,0
2023,ชุมพร,ปะทิว,30,1080,310,25,0.0,0
2023,ชุมพร,พะโต๊ะ,12,33,11,19,0.0,0
2023,ชุมพร,ละแม,53,198,51,38,85.0,0
2023,ชุมพร,สวี,163,7715,2117,104,0.0,1
2023,ชุมพร,หลังสวน,312,4379,1489,92,1390.0,1
2023,ชุมพร,เมืองชุมพร,96,4695,1612,185,505.0,0
2023,ตรัง,กันตัง,6,9,3,4,0.0,0
2023,ตรัง,ปะเหลียน,65,0,0,0,0.0,0
2023,ตรัง,ย่านตาขาว,35,0,0,0,0.0,0
2023,ตรัง,รัษฎา,27,675,225,0,0.0,0
2023,ตรัง,วังวิเศษ,69,0,0,0,0.0,0
2023,ตรัง,สิเกา,3,6,2,0,0.0,0
2023,ตรัง,ห้วยยอด,40,18,6,27,0.0,0
2023,ตรัง,เมืองตรัง,27,0,0,0,0.0,0
2023,ตราด,บ่อไร่,50,810,274,211,15.0,0
2023,ตราด,เขาสมิง,98,2260,876,677,0.0,0
2023,ตราด,เมืองตราด,10,7,4,1,12.0,0
2023,ตราด,แหลมงอบ,1,0,0,0,0.0,0
2023,ตาก,ท่าสองยาง,6,257,76,0,0.0,0
2023,ตาก,บ้านตาก,80,375,110,0,51.0,0
2023,ตาก,พบพระ,17,0,0,0,0.0,0
2023,ตาก,วังเจ้า,45,3,1,0,0.0,0
2023,ตาก,สามเงา,37,0,0,0,0.0,0
2023,ตาก,อุ้มผาง,22,0,0,0,0.0,0
2023,ตาก,เมืองตาก,79,12,4,0,50.0,0
2023,ตาก,แม่ระมาด,27,3313,1336,0,0.0,0
2023,ตาก,แม่สอด,48,48,12,0,0.0,0
2023,นครนายก,บ้านนา,43,0,0,0,0.0,0
2023,นครนายก,ปากพลี,20,0,0,0,0.0,0
2023,นครนายก,องครักษ์,118,0,0,0,0.0,0
2023,นครนายก,เมืองนครนายก,66,3,1,0,0.0,0
2023,นครปฐม,กำแพงแสน,10,90,40,19,105.3,0
2023,นครปฐม,นครชัยศรี,65,1979,957,366,71.0,0
2023,นครปฐม,บางเลน,13,992,315,0,0.0,0
2023,นครปฐม,สามพราน,53,4082,1382,175,5.0,0
2023,นครปฐม,เมืองนครปฐม,78,877,305,109,87.0,0
2023,นครพนม,ท่าอุเทน,4,75,25,0,200.0,0
2023,นครพนม,ธาตุพนม,72,6885,2295,0,9510.0,0
2023,นครพนม,นาทม,26,4614,1538,0,15070.0,0
2023,นครพนม,นาหว้า,54,2649,883,0,5384.0,0
2023,นครพนม,นาแก,69,3735,1245,0,5263.0,0
2023,นครพนม,บ้านแพง,32,558,186,0,1469.0,0
2023,นครพนม,ปลาปาก,49,2577,859,0,4460.0,0
