GEOCODE,TAMBON_E,AMPHOE_E,PROV_E,REGION_E,MAX_SEVERITY_LABEL,N_FLASHFLOOD,N_FLOOD,N_ATRISK_RECORDS,N_TOTAL_RECORDS,FRAC_ATRISK,N_ISSUES_FLAGGED,ISSUES_FLAGGED,TARGET_MONTHS
640401,Kong,Kong Krailat District,Sukhothai,North,flood / inundation,0,71,71,180,0.394,26,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202602, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-06, 2025-08, 2025-09, 2025-10, 2025-11, 2026-06, 2026-08, 2026-09, 2026-10, 2026-11"
640410,Nong Tum,Kong Krailat District,Sukhothai,North,flood / inundation,0,71,71,180,0.394,26,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202602, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-06, 2025-08, 2025-09, 2025-10, 2025-11, 2026-06, 2026-08, 2026-09, 2026-10, 2026-11"
640714,Nong Klap,Sawankhalok District,Sukhothai,North,flood / inundation,0,64,64,180,0.356,25,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202602, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-06, 2025-08, 2025-09, 2025-10, 2025-11, 2026-06, 2026-08, 2026-09, 2026-10"
140806,Tha Din Daeng,Phak Hai District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,63,63,180,0.35,28,"202402, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202602, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-07, 2025-09, 2025-10, 2025-11, 2026-05, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
640402,Ban Krang,Kong Krailat District,Sukhothai,North,flood / inundation,0,63,63,180,0.35,24,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-06, 2025-08, 2025-09, 2025-10, 2025-11, 2026-08, 2026-09, 2026-10, 2026-11"
660703,Rang Nok,Sam Ngam District,Phichit,North,flood / inundation,0,63,63,180,0.35,25,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-08, 2025-09, 2025-10, 2025-11, 2026-08, 2026-09, 2026-10, 2026-11"
660706,Noen Po,Sam Ngam District,Phichit,North,flood / inundation,0,63,63,180,0.35,25,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-08, 2025-09, 2025-10, 2025-11, 2026-08, 2026-09, 2026-10, 2026-11"
661201,Ban Na,Wachirabarami District,Phichit,North,flood / inundation,0,63,63,180,0.35,25,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-08, 2025-09, 2025-10, 2025-11, 2026-08, 2026-09, 2026-10, 2026-11"
140801,Phak Hai,Phak Hai District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,62,62,180,0.344,27,"202402, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202602, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
140809,Kudi,Phak Hai District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,62,62,180,0.344,27,"202402, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202602, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-07, 2025-09, 2025-10, 2025-11, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
140816,Ban Yai,Phak Hai District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,62,62,180,0.344,27,"202402, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202602, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-07, 2025-09, 2025-10, 2025-11, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
650502,Ban Rai,Bang Krathum District,Phitsanu Lok,North,flood / inundation,0,62,62,180,0.344,23,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-06, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
140510,Thang Chang,Bang Ban District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,61,61,180,0.339,26,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202602, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-06, 2025-09, 2025-10, 2025-11, 2026-05, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
470903,Na Tae,Kham Ta Kla District,Sakon Nakhon,Northeast,flood / inundation,0,61,61,180,0.339,25,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202512, 202601, 202602, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2025-05, 2025-06, 2025-07, 2025-08, 2025-09, 2025-10, 2026-05, 2026-07, 2026-08, 2026-09, 2026-10"
140802,Ammarit,Phak Hai District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,60,60,180,0.333,26,"202402, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-07, 2025-09, 2025-10, 2025-11, 2026-08, 2026-09, 2026-10, 2026-11"
650501,Bang Krathum,Bang Krathum District,Phitsanu Lok,North,flood / inundation,0,60,60,180,0.333,22,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
650503,Khok Salut,Bang Krathum District,Phitsanu Lok,North,flood / inundation,0,60,60,180,0.333,22,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
650504,Sanam Khli,Bang Krathum District,Phitsanu Lok,North,flood / inundation,0,60,60,180,0.333,22,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
650506,Phai Lom,Bang Krathum District,Phitsanu Lok,North,flood / inundation,0,60,60,180,0.333,22,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
530708,Ban Khon,Phichai District,Auttaradit,North,flood / inundation,0,59,59,180,0.328,24,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202602, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2025-05, 2025-08, 2025-09, 2025-10, 2025-11, 2026-05, 2026-06, 2026-08, 2026-09, 2026-10"
660701,Sam Ngam,Sam Ngam District,Phichit,North,flood / inundation,0,59,59,180,0.328,24,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
660901,Sak Lek,Sak Lek District,Phichit,North,flood / inundation,0,59,59,180,0.328,22,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
470901,Kham Ta Kla,Kham Ta Kla District,Sakon Nakhon,Northeast,flood / inundation,0,58,58,180,0.322,25,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202512, 202601, 202602, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2025-05, 2025-07, 2025-08, 2025-09, 2025-10, 2026-05, 2026-07, 2026-08, 2026-09, 2026-10"
660303,Wang Chik,Pho Prathap Chang District,Phichit,North,flood / inundation,0,58,58,180,0.322,24,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
140805,Ta Lan,Phak Hai District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,57,57,180,0.317,25,"202402, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202602, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
650505,Tha Tan,Bang Krathum District,Phitsanu Lok,North,flood / inundation,0,57,57,180,0.317,22,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
660202,Nong Pla Lai,Wang Sai Phun District,Phichit,North,flood / inundation,0,57,57,180,0.317,21,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
841601,I Pan,Phrasaeng District,Surat Thani,southeast,flood / inundation,0,57,57,180,0.317,23,"202401, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202605, 202606","2024-01, 2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2024-12, 2025-01, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-10"
140406,Bang Yi Tho,Bang Sai District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,56,56,180,0.311,27,"202402, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202603, 202604, 202605, 202606","2024-07, 2024-09, 2024-10, 2024-11, 2025-05, 2025-09, 2025-10, 2025-11, 2026-05, 2026-08, 2026-09, 2026-10, 2026-11"
140807,Don Lan,Phak Hai District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,56,56,180,0.311,25,"202402, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-07, 2024-09, 2024-10, 2024-11, 2025-05, 2025-07, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
140814,Lat Chit,Phak Hai District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,56,56,180,0.311,25,"202402, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202602, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-07, 2025-09, 2025-10, 2025-11, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
841602,Sin Pun,Phrasaeng District,Surat Thani,southeast,flood / inundation,0,56,56,180,0.311,23,"202401, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202605, 202606","2024-01, 2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2024-12, 2025-01, 2025-07, 2025-08, 2025-09, 2025-10, 2026-10"
140511,Wat Taku,Bang Ban District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,55,55,180,0.306,26,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202602, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-09, 2025-10, 2025-11, 2026-05, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
141206,Hua Wiang,Sena District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,55,55,180,0.306,26,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202602, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-09, 2025-10, 2025-11, 2026-05, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
141210,Ban Krathum,Sena District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,55,55,180,0.306,26,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202602, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-09, 2025-10, 2025-11, 2026-05, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
141303,Tao Lao,Bang Sai District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,55,55,180,0.306,24,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202604, 202605, 202606","2024-09, 2024-10, 2024-11, 2025-05, 2025-06, 2025-09, 2025-10, 2025-11, 2026-05, 2026-09, 2026-10, 2026-11"
660107,Rong Chang,Mueang Phichit District,Phichit,North,flood / inundation,0,55,55,180,0.306,22,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-07, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
830301,Thep Krasattri,Thalang District,Phuket,southwest,flood / inundation,0,55,55,180,0.306,26,"202401, 202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202509, 202510, 202511, 202512, 202601, 202602, 202603, 202604, 202605, 202606","2024-05, 2024-06, 2024-08, 2024-09, 2024-10, 2024-11, 2025-03, 2025-05, 2025-06, 2025-08, 2025-09, 2025-11, 2026-03, 2026-05, 2026-06"
141202,Ban Phaen,Sena District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,54,54,180,0.3,25,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-09, 2025-10, 2025-11, 2026-05, 2026-08, 2026-09, 2026-10, 2026-11"
141208,Ban Pho,Sena District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,54,54,180,0.3,25,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-09, 2025-10, 2025-11, 2026-05, 2026-08, 2026-09, 2026-10, 2026-11"
141209,Rang Chorakhe,Sena District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,54,54,180,0.3,25,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202603, 202604, 202605, 202606","2024-07, 2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-09, 2025-10, 2025-11, 2026-05, 2026-08, 2026-09, 2026-10, 2026-11"
530706,Ban Mo,Phichai District,Auttaradit,North,flood / inundation,0,54,54,180,0.3,24,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202602, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2025-05, 2025-08, 2025-09, 2025-10, 2026-05, 2026-06, 2026-08, 2026-09, 2026-10"
640411,Ban Mai Suk Kasem,Kong Krailat District,Sukhothai,North,flood / inundation,0,54,54,180,0.3,24,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-06, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
650118,Bueng Phra,Mueang Phitsanulok District,Phitsanu Lok,North,flood / inundation,0,54,54,180,0.3,24,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-06, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
660607,Tha Sao,Pho Thale District,Phichit,North,flood / inundation,0,54,54,180,0.3,23,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-08, 2025-09, 2025-10, 2025-11, 2026-09, 2026-10, 2026-11"
140509,Namtao,Bang Ban District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,53,53,180,0.294,25,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202603, 202604, 202605, 202606","2024-07, 2024-09, 2024-10, 2024-11, 2025-05, 2025-09, 2025-10, 2025-11, 2026-05, 2026-08, 2026-09, 2026-10, 2026-11"
140512,Bang Luang,Bang Ban District,Phra Nakhon Si Ayudhya,Central,flood / inundation,0,53,53,180,0.294,26,"202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202412, 202501, 202502, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202512, 202602, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-05, 2025-09, 2025-10, 2025-11, 2026-05, 2026-07, 2026-08, 2026-09, 2026-10, 2026-11"
150607,Bang Chak,Wiset Chai Chan District,Ang Thong,Central,flood / inundation,0,53,53,180,0.294,22,"202403, 202404, 202405, 202406, 202407, 202408, 202409, 202410, 202411, 202503, 202504, 202505, 202506, 202507, 202508, 202509, 202510, 202511, 202603, 202604, 202605, 202606","2024-08, 2024-09, 2024-10, 2024-11, 2025-08, 2025-09, 2025-10, 2025-11, 2026-08, 2026-09, 2026-10, 2026-11"
